,incident_number,year,recovery_date,ucr_category,firearm_category,firearm_subcategory,firearm_manufacturer,firearm_model,firearm_caliber,address_geocode_type,block_address,street_address,city,state,zipcode,longitude,latitude,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,confidence
15130,80-13-047072,2013,2013-06-26,Burglary,Shotgun,Pump_Action,"Remington_Arms_Co.,_Inc.",Shotgun:_Model,12GA,BLOCK,1500 Block Frankfort Ave,1500_Frankfort_Ave,Louisville,KY,40206,-85.70275600000001,38.253079,,,,0.728
15134,80-13-047072,2013,2013-06-26,Burglary,Airgun,,Anschutz,J._G._Anschutz,177C,BLOCK,1500 Block Frankfort Ave,1500_Frankfort_Ave,Louisville,KY,40206,-85.70275600000001,38.253079,,,,0.728
15138,80-13-047072,2013,2013-06-26,Burglary,Shotgun,Pump_Action,,800-899_Modles,12GA,BLOCK,1500 Block Frankfort Ave,1500_Frankfort_Ave,Louisville,KY,40206,-85.70275600000001,38.253079,,,,0.728
15142,80-13-047039,2013,2013-06-26,Burglary,Rifle,Semi-Automatic,Winchester,Rifles:_Model_7,22C,BLOCK,15200 Block Taylorsville Rd,15200_Taylorsville_Rd,Louisville,KY,40023,-85.465079,38.19112,White,M,24.0,0.728
15146,80-13-047039,2013,2013-06-26,Burglary,Shotgun,Double_Barrel,Armi_Tecniche_De_Emilio_Rizzini,,12GA,BLOCK,15200 Block Taylorsville Rd,15200_Taylorsville_Rd,Louisville,KY,40023,-85.465079,38.19112,White,M,24.0,0.728
15150,80-13-047039,2013,2013-06-26,Burglary,Rifle,Bolt_Action,Winchester,Rifles:_Model_6,22C,BLOCK,15200 Block Taylorsville Rd,15200_Taylorsville_Rd,Louisville,KY,40023,-85.465079,38.19112,White,M,24.0,0.728
15154,80-13-047039,2013,2013-06-26,Burglary,Rifle,Percussion,,,58C,BLOCK,15200 Block Taylorsville Rd,15200_Taylorsville_Rd,Louisville,KY,40023,-85.465079,38.19112,White,M,24.0,0.728
15158,80-13-047192,2013,2013-06-26,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,,9MM,BLOCK,1600 Block Cypress St,1600_Cypress_St,Louisville,KY,40210,-85.79905600000001,38.229062,Black,M,18.0,1.0
15159,80-13-047193,2013,2013-06-26,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,,380C,BLOCK,1600 Block Cypress St,1600_Cypress_St,Louisville,KY,40210,-85.79905600000001,38.229062,Black,M,16.0,1.0
15160,80-13-047281,2013,2013-06-26,Stolen_Property,Pistol,Semi-Automatic,Taurus_International,Model_Pt111,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,19.0,1.0
15164,80-13-047281,2013,2013-06-26,Stolen_Property,Pistol,Semi-Automatic,Masterpiece_Arms,,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,19.0,1.0
15168,80-13-047281,2013,2013-06-26,Stolen_Property,Pistol,Semi-Automatic,Hipoint,Hi-Point,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,19.0,1.0
15172,80-13-047281,2013,2013-06-26,Stolen_Property,Pistol,Semi-Automatic,Phoenix_Arms_Co.,Phoenix_Arms_Co,22C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,19.0,1.0
15176,80-13-047263,2013,2013-06-26,Narcotics,Pistol,Semi-Automatic,Smith_&_Wesson,5906,9MM,,Newburg Rd At I264,,Louisville,KY,40218,,,Black,F,22.0,
15177,80-13-046997,2013,2013-06-25,Robbery,Pistol,Semi-Automatic,Ruger,Handguns:_P_Ser,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15178,80-13-046401,2013,2013-06-24,Wpns_Law_Violation,Pistol,Revolver,New_England_Firearms,New_England_Fir,32C,,Breckenridge Ln / Six Mile Ln,,Louisville,KY,40220,,,Black,M,58.0,
15179,80-13-046227,2013,2013-06-23,Wpns_Law_Violation,Pistol,Semi-Automatic,Raven_Arms,Mp-25,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,25.0,1.0
15180,80-13-045970,2013,2013-06-22,Wpns_Law_Violation,Pistol,Semi-Automatic,Armi_Effebi_(Franco_Beretta),,765M,BLOCK,3000 Block W Broadway,3000_W_Broadway,Louisville,KY,40211,-85.802037,38.248787,Black,M,18.0,1.0
15181,80-13-046078,2013,2013-06-22,Wpns_Law_Violation,Shotgun,Pump_Action,Hawk_Industries_Inc,"H_&_R_1871,_Inc",12GA,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15182,80-13-045932,2013,2013-06-21,Wpns_Law_Violation,Pistol,Semi-Automatic,Glock_Gmbh,Model_27_(40_Sw,40C,,Nachand Ln / Watterson Trl,,Louisville,KY,40291,,,White,M,32.0,
15183,80-13-045687,2013,2013-06-21,Intimidation,Pistol,Semi-Automatic,,Thunder_380,380C,,S 3Rd St / W Breckinridge St,,Louisville,KY,40203,,,White,M,56.0,
15184,80-13-045657,2013,2013-06-20,Narcotics,Pistol,Revolver,Smith_&_Wesson,586,357C,BLOCK,2800 Block Westport Cir,2800_Westport_Cir,Rolling_Hills,KY,40241,-85.576176,38.284859000000004,Black,M,36.0,0.91
15186,80-13-045657,2013,2013-06-20,Narcotics,Pistol,Semi-Automatic,Rg_Industries,Rg_(With_Number,22C,BLOCK,2800 Block Westport Cir,2800_Westport_Cir,Rolling_Hills,KY,40241,-85.576176,38.284859000000004,Black,M,36.0,0.91
15188,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,Smith_&_Wesson,,22C,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15212,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Marlin_Firearms_Co.,,4570,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15236,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Romarm/Cugir,,762M,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15260,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Ruger,,223C,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15284,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,Cz_-_Ceska_Zbrojovka,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15285,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Cz_-_Ceska_Zbrojovka,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15288,80-13-045271,2013,2013-06-20,Narcotics,,,Cz_-_Ceska_Zbrojovka,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15291,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Pump_Action,Cz_-_Ceska_Zbrojovka,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15294,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Semi-Automatic,Cz_-_Ceska_Zbrojovka,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15296,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Semi-Automatic,Cz_-_Ceska_Zbrojovka,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15302,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Single-Shot,Cz_-_Ceska_Zbrojovka,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15303,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Lever_Action,Cz_-_Ceska_Zbrojovka,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15308,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15309,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15312,80-13-045271,2013,2013-06-20,Narcotics,,,,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15315,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Pump_Action,,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15318,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Semi-Automatic,,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15320,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Semi-Automatic,,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15326,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Single-Shot,,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15327,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Lever_Action,,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15332,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,Smith_&_Wesson,,38C,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15356,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Pump_Action,Winchester,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15380,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Ruger,,22C,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15404,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,Smith_&_Wesson,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15405,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Smith_&_Wesson,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15408,80-13-045271,2013,2013-06-20,Narcotics,,,Smith_&_Wesson,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15411,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Pump_Action,Smith_&_Wesson,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15414,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Semi-Automatic,Smith_&_Wesson,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15416,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Semi-Automatic,Smith_&_Wesson,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15422,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Single-Shot,Smith_&_Wesson,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15423,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Lever_Action,Smith_&_Wesson,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15428,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Semi-Automatic,Norinco,,762M,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15452,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,Colt,,357C,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15476,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Semi-Automatic,Breda,,12GA,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15500,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Bushmaster_Firearms,,223C,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15524,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Pump_Action,,,12GA,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15548,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,,,762M,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15572,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Romarm/Cugir,,556M,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15596,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Semi-Automatic,"Ithaca_Guns_Usa,_Llc",,20GA,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15620,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Single-Shot,O._F._Mossberg_&_Sons,,410G,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15644,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Lever_Action,Marlin_Firearms_Co.,,308C,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15668,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,Ruger,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15669,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,Ruger,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15672,80-13-045271,2013,2013-06-20,Narcotics,,,Ruger,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15675,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Pump_Action,Ruger,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15678,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Semi-Automatic,Ruger,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15680,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Semi-Automatic,Ruger,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15686,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Single-Shot,Ruger,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15687,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Lever_Action,Ruger,,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15692,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Semi-Automatic,,,12GA,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15716,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,"Springfield_Armory,Geneseo,Il",Pistol:_Model_1,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15717,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_1,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15720,80-13-045271,2013,2013-06-20,Narcotics,,,"Springfield_Armory,Geneseo,Il",Pistol:_Model_1,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15723,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Pump_Action,"Springfield_Armory,Geneseo,Il",Pistol:_Model_1,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15726,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_1,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15728,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_1,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15734,80-13-045271,2013,2013-06-20,Narcotics,Shotgun,Single-Shot,"Springfield_Armory,Geneseo,Il",Pistol:_Model_1,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15735,80-13-045271,2013,2013-06-20,Narcotics,Rifle,Lever_Action,"Springfield_Armory,Geneseo,Il",Pistol:_Model_1,,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15740,80-13-045271,2013,2013-06-20,Narcotics,Pistol,Revolver,Taurus_International,,45C,BLOCK,3700 Block Klondike Ln,3700_Klondike_Ln,Louisville,KY,40218,-85.639877,38.209487,White,M,58.0,1.0
15764,80-13-045370,2013,2013-06-20,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,P95,9MM,BLOCK,600 Block Baxter Ave,600_Baxter_Ave,Louisville,KY,40204,-85.729011,38.246037,Black,M,29.0,1.0
15765,80-13-045367,2013,2013-06-20,Robbery,,,Smith_&_Wesson,,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,11.0,1.0
15766,80-13-045634,2013,2013-06-20,Aggravated_Assault,Pistol,Semi-Automatic,Ruger,Handguns:_P_Ser,45C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,White,M,23.0,1.0
15767,80-13-045472,2013,2013-06-20,Narcotics,Pistol,Revolver,Harrington_&_Richardson,American_D._A.,32C,BLOCK,9700 Block Leopold Ct,9700_Leopold_Ct,Louisville,KY,40272,-85.810573,38.109883,Black,M,29.0,1.0
15769,80-13-045472,2013,2013-06-20,Narcotics,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,9MM,BLOCK,9700 Block Leopold Ct,9700_Leopold_Ct,Louisville,KY,40272,-85.810573,38.109883,Black,M,29.0,1.0
15771,80-13-044612,2013,2013-06-19,Narcotics,Pistol,Revolver,Taurus_International,Tau,38C,BLOCK,1900 Block Peony Dr,1900_Peony_Dr,Louisville,KY,40211,-85.815965,38.226548,Black,M,45.0,0.66
15772,80-13-045292,2013,2013-06-19,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,,9MM,BLOCK,3300 Block Bardstown Rd,3300_Bardstown_Rd,Louisville,KY,40218,-85.669306,38.2076,Black,M,20.0,1.0
15773,80-13-045211,2013,2013-06-19,Narcotics,Rifle,Semi-Automatic,,,762M,BLOCK,3700 Block Kahlert Ave,3700_Kahlert_Ave,Louisville,KY,40215,-85.78754,38.191181,Black,M,39.0,1.0
15774,80-13-045219,2013,2013-06-19,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,Pistols:_5906_M,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,28.0,1.0
15775,80-13-045095,2013,2013-06-19,All_Other_Offenses,Pistol,Semi-Automatic,Ruger,P85,9MM,BLOCK,9400 Block Blairwood Rd,9400_Blairwood_Rd,Hurstbourne,KY,40222,-85.581391,38.225623999999996,Black,M,30.0,1.0
15776,80-13-045317,2013,2013-06-19,Narcotics,Pistol,Semi-Automatic,Smith_&_Wesson,,9MM,,Blairwood Rd / S Hurstbourne Pky,,Jeffersontown,KY,,,,Black,M,35.0,
15777,80-13-044814,2013,2013-06-18,Wpns_Law_Violation,Pistol,Semi-Automatic,Raven_Arms,P-25,25C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15778,80-13-044383,2013,2013-06-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,,9MM,BLOCK,1700 Block W Broadway,1700_W_Broadway,Louisville,KY,40210,-85.780506,38.247054,Black,M,18.0,1.0
15779,80-13-044533,2013,2013-06-17,Narcotics,Pistol,Semi-Automatic,,,40C,BLOCK,4500 Block Poplar Level Rd,4500_Poplar_Level_Rd,Louisville,KY,40213,-85.70345,38.187909000000005,Black,M,20.0,1.0
15780,80-13-044399,2013,2013-06-17,Wpns_Law_Violation,Pistol,Semi-Automatic,,,9MM,,Fegenbush Ln / Norbrook Dr,,Louisville,KY,40228,,,Black,M,38.0,
15781,80-13-044356,2013,2013-06-17,Narcotics,Pistol,Semi-Automatic,,,380C,,Lillian Ave,,Louisville,KY,40208,,,White,M,32.0,
15782,80-13-044351,2013,2013-06-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Lorcin_Engineer,L-25,25C,,S 13Th St / Brashear Dr,,Louisville,KY,40210,,,Black,M,20.0,
15783,80-13-044351,2013,2013-06-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,Hi-Point,9MM,,S 13Th St / Brashear Dr,,Louisville,KY,40210,,,Black,M,19.0,
15784,80-13-044364,2013,2013-06-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Jennings_Firearms,J-22,22C,,S 18Th St / W Muhammad Ali Blvd,,Louisville,KY,40203,,,Black,M,23.0,
15785,80-13-044175,2013,2013-06-16,Wpns_Law_Violation,Pistol,Revolver,Firearms_International_Corp_(Washington_Dc),,32C,BLOCK,5600 Block Oakridge Pl,5600_Oakridge_Pl,Louisville,KY,40229,-85.656904,38.111416,White,M,38.0,1.0
15786,80-13-044205,2013,2013-06-16,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,Handguns:_P_Ser,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,19.0,1.0
15787,80-13-043095,2013,2013-06-14,Burglary,Pistol,Revolver,,Mod_88,22C,BLOCK,1400 Block Frankfort Ave,1400_Frankfort_Ave,Louisville,KY,40206,-85.70275600000001,38.253079,Black,M,33.0,0.528
15788,80-13-043476,2013,2013-06-14,Wpns_Law_Violation,Pistol,Revolver,Taurus_International,Taurus,38C,BLOCK,1800 Block Carl Ct,1800_Carl_Ct,Louisville,KY,40215,-85.803737,38.191558,Black,M,19.0,0.528
15789,80-13-043588,2013,2013-06-14,Wpns_Law_Violation,Pistol,Semi-Automatic,Standard_Arms_O,,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,27.0,1.0
15790,80-13-043601,2013,2013-06-14,Wpns_Law_Violation,Pistol,Semi-Automatic,Llama_(Gabilondo_&_Cia),Max_Models,45C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
15791,80-13-043273,2013,2013-06-13,Aggravated_Assault,Rifle,Bolt_Action,Unknown_Manufacturer,M91/30,762M,BLOCK,1100 Block Garvin Pl,1100_Garvin_Pl,Louisville,KY,40203,-85.761809,38.237148,White,M,54.0,1.0
15792,80-13-043255,2013,2013-06-13,Aggravated_Assault,Rifle,Semi-Automatic,Laseraim_Arms_I,,45C,BLOCK,1600 Block Plymouth Ct,1600_Plymouth_Ct,Louisville,KY,40203,-85.77925,38.250803000000005,,,,0.6609999999999999
15793,80-13-043208,2013,2013-06-13,Narcotics,Pistol,Semi-Automatic,"Glock,_Inc.",Model_21/21C_(4,45C,BLOCK,5500 Block Rustic Way,5500_Rustic_Way,Louisville,KY,40218,-85.671541,38.170522,Black,M,29.0,1.0
15795,80-13-043208,2013,2013-06-13,Narcotics,Pistol,Revolver,Rossi_-_Amadeo_Rossi_&_Co,M88,38C,BLOCK,5500 Block Rustic Way,5500_Rustic_Way,Louisville,KY,40218,-85.671541,38.170522,Black,M,29.0,1.0
15797,80-13-043249,2013,2013-06-13,Narcotics,Pistol,Semi-Automatic,,,380C,BLOCK,6900 Block Holly Lake Dr,6900_Holly_Lake_Dr,Louisville,KY,40291,-85.58421700000001,38.147025,White,M,28.0,1.0
15798,80-13-043296,2013,2013-06-13,Wpns_Law_Violation,Pistol,Semi-Automatic,Jimenez_Arms,J.A._Nine,9MM,,Downing Way / Hikes Ln,,Louisville,KY,40218,,,Black,M,24.0,
15799,80-13-043256,2013,2013-06-13,Wpns_Law_Violation,Pistol,Revolver,Ruger,Service-6,357C,,La Grange Rd / Ups Dr,,Lyndon,KY,40223,,,White,M,25.0,
15800,80-13-039458,2013,2013-06-12,Robbery,Pistol,Semi-Automatic,Taurus_International,Model_Pt940,40C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,,1.0
15801,80-13-039458,2013,2013-06-12,Robbery,Pistol,Semi-Automatic,Taurus_International,Model_Pt940,40C,BLOCK,600 Block W Jefferson St,6800_Barbrook_Rd,Louisville,KY,40202,-85.879692,38.140963,Black,M,,1.0
15802,80-13-039458,2013,2013-05-31,Robbery,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,9MM,BLOCK,6800 Block Barbrook Rd,600_W_Jefferson_St,Louisville,KY,40258,-85.761323,38.253961,Black,M,,1.0
